County,City,Date,Total-Pop,Household,Group Quarters,Total-HU,Single Detached,Single Attached,Two to Four,Five Plus,Mobile Homes,Occupied,Vacancy Rate,Persons per Household
Napa,County Total,1/1/20,"139,088","134,272","4,816","55,289","37,498","3,017","4,116","6,857","3,801","49,085",11.2%,2.74
Nevada,Grass Valley,4/1/10,"12,860","12,401",459,"6,637","2,962",202,973,"2,061",439,"6,077",8.4%,2.04
Nevada,Grass Valley,1/1/11,"12,838","12,379",459,"6,638","2,963",202,973,"2,061",439,"6,081",8.4%,2.04
Nevada,Grass Valley,1/1/12,"12,805","12,346",459,"6,647","2,965",202,973,"2,068",439,"6,102",8.2%,2.02
Nevada,Grass Valley,1/1/13,"12,899","12,440",459,"6,682","2,969",233,973,"2,068",439,"6,184",7.5%,2.01
Nevada,Grass Valley,1/1/14,"12,892","12,433",459,"6,684","2,971",233,973,"2,068",439,"6,197",7.3%,2.01
Nevada,Grass Valley,1/1/15,"12,903","12,444",459,"6,688","2,971",233,977,"2,068",439,"6,204",7.2%,2.01
Nevada,Grass Valley,1/1/16,"12,924","12,465",459,"6,687","2,970",233,977,"2,068",439,"6,233",6.8%,2.00
Nevada,Grass Valley,1/1/17,"12,875","12,416",459,"6,688","2,973",233,975,"2,068",439,"6,244",6.6%,1.99
Nevada,Grass Valley,1/1/18,"12,879","12,420",459,"6,696","2,981",233,975,"2,068",439,"6,251",6.6%,1.99
Nevada,Grass Valley,1/1/19,"12,851","12,392",459,"6,726","3,011",233,975,"2,068",439,"6,292",6.5%,1.97
Nevada,Grass Valley,1/1/20,"12,865","12,406",459,"6,732","3,015",233,977,"2,068",439,"6,298",6.4%,1.97
Nevada,Nevada City,4/1/10,"3,068","2,829",239,"1,510","1,204",72,137,86,11,"1,356",10.2%,2.09
Nevada,Nevada City,1/1/11,"3,105","2,871",234,"1,535","1,204",72,137,111,11,"1,379",10.2%,2.08
Nevada,Nevada City,1/1/12,"3,103","2,863",240,"1,536","1,205",72,137,111,11,"1,383",10.0%,2.07
Nevada,Nevada City,1/1/13,"3,133","2,874",259,"1,535","1,204",72,137,111,11,"1,396",9.1%,2.06
Nevada,Nevada City,1/1/14,"3,077","2,873",204,"1,535","1,204",72,137,111,11,"1,399",8.9%,2.05
Nevada,Nevada City,1/1/15,"3,189","2,878",311,"1,537","1,205",72,137,111,12,"1,402",8.8%,2.05
Nevada,Nevada City,1/1/16,"3,183","2,888",295,"1,538","1,206",72,137,111,12,"1,411",8.3%,2.05
Nevada,Nevada City,1/1/17,"3,148","2,883",265,"1,541","1,207",72,139,111,12,"1,417",8.0%,2.03
Nevada,Nevada City,1/1/18,"3,154","2,901",253,"1,545","1,211",72,139,111,12,"1,427",7.6%,2.03
Nevada,Nevada City,1/1/19,"3,160","2,885",275,"1,546","1,212",72,139,111,12,"1,432",7.4%,2.01
Nevada,Nevada City,1/1/20,"3,140","2,895",245,"1,551","1,217",72,139,111,12,"1,437",7.4%,2.01
Nevada,Truckee,4/1/10,"16,180","16,137",43,"12,803","10,758",203,879,522,441,"6,343",50.5%,2.54
Nevada,Truckee,1/1/11,"16,106","16,063",43,"12,807","10,758",206,879,522,442,"6,329",50.6%,2.54
Nevada,Truckee,1/1/12,"15,889","15,846",43,"12,845","10,794",206,881,522,442,"6,281",51.1%,2.52
Nevada,Truckee,1/1/13,"15,855","15,812",43,"12,893","10,832",206,891,522,442,"6,304",51.1%,2.51
Nevada,Truckee,1/1/14,"15,866","15,823",43,"12,936","10,875",206,891,522,442,"6,325",51.1%,2.50
Nevada,Truckee,1/1/15,"15,980","15,937",43,"13,033","10,962",206,893,530,442,"6,373",51.1%,2.50
Nevada,Truckee,1/1/16,"16,038","15,995",43,"13,118","11,037",206,903,530,442,"6,415",51.1%,2.49
Nevada,Truckee,1/1/17,"16,087","16,044",43,"13,232","11,118",206,936,530,442,"6,471",51.1%,2.48
Nevada,Truckee,1/1/18,"16,182","16,139",43,"13,322","11,196",218,936,530,442,"6,515",51.1%,2.48
Nevada,Truckee,1/1/19,"16,136","16,093",43,"13,401","11,275",218,936,530,442,"6,553",51.1%,2.46
Nevada,Truckee,1/1/20,"16,228","16,185",43,"13,474","11,344",218,940,530,442,"6,589",51.1%,2.46
Nevada,Incorporated,4/1/10,"32,108","31,367",741,"20,950","14,924",477,"1,989","2,669",891,"13,776",34.2%,2.28
Nevada,Incorporated,1/1/11,"32,049","31,313",736,"20,980","14,925",480,"1,989","2,694",892,"13,789",34.3%,2.27
Nevada,Incorporated,1/1/12,"31,797","31,055",742,"21,028","14,964",480,"1,991","2,701",892,"13,766",34.5%,2.26
Nevada,Incorporated,1/1/13,"31,887","31,126",761,"21,110","15,005",511,"2,001","2,701",892,"13,884",34.2%,2.24
Nevada,Incorporated,1/1/14,"31,835","31,129",706,"21,155","15,050",511,"2,001","2,701",892,"13,921",34.2%,2.24
Nevada,Incorporated,1/1/15,"32,072","31,259",813,"21,258","15,138",511,"2,007","2,709",893,"13,979",34.2%,2.24
Nevada,Incorporated,1/1/16,"32,145","31,348",797,"21,343","15,213",511,"2,017","2,709",893,"14,059",34.1%,2.23
Nevada,Incorporated,1/1/17,"32,110","31,343",767,"21,461","15,298",511,"2,050","2,709",893,"14,132",34.2%,2.22
Nevada,Incorporated,1/1/18,"32,215","31,460",755,"21,563","15,388",523,"2,050","2,709",893,"14,193",34.2%,2.22
Nevada,Incorporated,1/1/19,"32,147","31,370",777,"21,673","15,498",523,"2,050","2,709",893,"14,277",34.1%,2.20
Nevada,Incorporated,1/1/20,"32,233","31,486",747,"21,757","15,576",523,"2,056","2,709",893,"14,324",34.2%,2.20
Nevada,Balance of County,4/1/10,"66,656","66,222",434,"31,640","28,653",329,233,202,"2,223","27,751",12.3%,2.39
Nevada,Balance of County,1/1/11,"66,622","66,183",439,"31,697","28,698",329,233,202,"2,235","27,801",12.3%,2.38
Nevada,Balance of County,1/1/12,"66,293","65,868",425,"31,738","28,739",329,233,202,"2,235","27,837",12.3%,2.37
Nevada,Balance of County,1/1/13,"65,963","65,544",419,"31,769","28,766",329,233,202,"2,239","27,863",12.3%,2.35
Nevada,Balance of County,1/1/14,"65,929","65,496",433,"31,832","28,815",329,233,202,"2,253","27,918",12.3%,2.35
Nevada,Balance of County,1/1/15,"66,090","65,667",423,"31,924","28,899",329,233,202,"2,261","27,999",12.3%,2.35
Nevada,Balance of County,1/1/16,"66,052","65,635",417,"32,004","28,966",329,233,202,"2,274","28,069",12.3%,2.34
Nevada,Balance of County,1/1/17,"65,862","65,450",412,"32,096","29,047",329,233,202,"2,285","28,150",12.3%,2.33
Nevada,Balance of County,1/1/18,"65,981","65,566",415,"32,182","29,135",329,233,202,"2,283","28,225",12.3%,2.32
Nevada,Balance of County,1/1/19,"65,673","65,255",418,"32,311","29,262",329,235,202,"2,283","28,338",12.3%,2.30
Nevada,Balance of County,1/1/20,"65,881","65,466",415,"32,407","29,358",329,235,202,"2,283","28,422",12.3%,2.30
Nevada,County Total,4/1/10,"98,764","97,589","1,175","52,590","43,577",806,"2,222","2,871","3,114","41,527",21.0%,2.35
Nevada,County Total,1/1/11,"98,671","97,496","1,175","52,677","43,623",809,"2,222","2,896","3,127","41,590",21.0%,2.34
Nevada,County Total,1/1/12,"98,090","96,923","1,167","52,766","43,703",809,"2,224","2,903","3,127","41,603",21.2%,2.33
Nevada,County Total,1/1/13,"97,850","96,670","1,180","52,879","43,771",840,"2,234","2,903","3,131","41,747",21.1%,2.32
Nevada,County Total,1/1/14,"97,764","96,625","1,139","52,987","43,865",840,"2,234","2,903","3,145","41,839",21.0%,2.31
Nevada,County Total,1/1/15,"98,162","96,926","1,236","53,182","44,037",840,"2,240","2,911","3,154","41,978",21.1%,2.31
Nevada,County Total,1/1/16,"98,197","96,983","1,214","53,347","44,179",840,"2,250","2,911","3,167","42,128",21.0%,2.30
Nevada,County Total,1/1/17,"97,972","96,793","1,179","53,557","44,345",840,"2,283","2,911","3,178","42,282",21.1%,2.29
Nevada,County Total,1/1/18,"98,196","97,026","1,170","53,745","44,523",852,"2,283","2,911","3,176","42,418",21.1%,2.29
Nevada,County Total,1/1/19,"97,820","96,625","1,195","53,984","44,760",852,"2,285","2,911","3,176","42,615",21.1%,2.27
Nevada,County Total,1/1/20,"98,114","96,952","1,162","54,164","44,934",852,"2,291","2,911","3,176","42,746",21.1%,2.27
Orange,Aliso Viejo,4/1/10,"47,816","47,347",469,"18,861","6,850","4,938",666,"6,407",0,"18,198",3.5%,2.60
Orange,Aliso Viejo,1/1/11,"48,404","47,935",469,"19,020","6,917","5,030",666,"6,407",0,"18,344",3.6%,2.61
Orange,Aliso Viejo,1/1/12,"49,145","48,676",469,"19,159","6,980","5,106",666,"6,407",0,"18,446",3.7%,2.64
Orange,Aliso Viejo,1/1/13,"49,280","48,811",469,"19,251","7,002","5,176",666,"6,407",0,"18,403",4.4%,2.65
Orange,Aliso Viejo,1/1/14,"49,442","48,973",469,"19,342","7,049","5,220",666,"6,407",0,"18,460",4.6%,2.65
Orange,Aliso Viejo,1/1/15,"49,496","49,027",469,"19,354","7,049","5,232",666,"6,407",0,"18,462",4.6%,2.66
Orange,Aliso Viejo,1/1/16,"49,497","49,028",469,"19,354","7,049","5,232",666,"6,407",0,"18,463",4.6%,2.66
Orange,Aliso Viejo,1/1/17,"49,435","48,966",469,"19,355","7,049","5,233",666,"6,407",0,"18,465",4.6%,2.65
Orange,Aliso Viejo,1/1/18,"50,338","49,869",469,"19,992","7,049","5,233",666,"7,044",0,"18,924",5.3%,2.64
Orange,Aliso Viejo,1/1/19,"49,815","49,346",469,"19,992","7,049","5,233",666,"7,044",0,"18,889",5.5%,2.61
Orange,Aliso Viejo,1/1/20,"50,044","49,575",469,"20,192","7,049","5,233",666,"7,244",0,"19,078",5.5%,2.60
Orange,Anaheim,4/1/10,"336,265","332,708","3,557","104,237","44,818","8,903","11,382","34,449","4,685","98,294",5.7%,3.38
Orange,Anaheim,1/1/11,"341,936","338,379","3,557","105,525","44,817","8,902","11,390","35,731","4,685","99,534",5.7%,3.40
Orange,Anaheim,1/1/12,"346,062","342,505","3,557","105,657","44,829","8,902","11,390","35,851","4,685","99,764",5.6%,3.43
Orange,Anaheim,1/1/13,"349,909","346,352","3,557","105,846","44,903","8,902","11,390","35,966","4,685","100,373",5.2%,3.45
Orange,Anaheim,1/1/14,"350,784","347,227","3,557","105,987","44,941","8,902","11,390","36,069","4,685","100,605",5.1%,3.45
Orange,Anaheim,1/1/15,"352,611","349,054","3,557","106,407","44,947","9,002","11,390","36,383","4,685","101,034",5.0%,3.45
Orange,Anaheim,1/1/16,"353,327","349,770","3,557","106,626","44,966","9,162","11,390","36,423","4,685","101,244",5.0%,3.45
Orange,Anaheim,1/1/17,"355,904","352,347","3,557","107,557","45,011","9,228","11,395","37,238","4,685","102,129",5.0%,3.45
Orange,Anaheim,1/1/18,"356,388","352,831","3,557","108,222","45,107","9,294","11,398","37,738","4,685","102,910",4.9%,3.43
Orange,Anaheim,1/1/19,"356,669","353,112","3,557","109,544","45,153","9,445","11,400","38,861","4,685","104,280",4.8%,3.39
Orange,Anaheim,1/1/20,"357,325","353,768","3,557","110,745","45,207","9,594","11,407","39,852","4,685","105,423",4.8%,3.36
Orange,Brea,4/1/10,"39,182","39,113",69,"14,747","8,351","1,408",467,"3,517","1,004","14,230",3.5%,2.75
Orange,Brea,1/1/11,"40,060","39,991",69,"15,013","8,357","1,408",467,"3,777","1,004","14,486",3.5%,2.76
Orange,Brea,1/1/12,"41,044","40,975",69,"15,234","8,459","1,408",492,"3,871","1,004","14,698",3.5%,2.79
Orange,Brea,1/1/13,"41,486","41,417",69,"15,327","8,529","1,408",496,"3,890","1,004","14,781",3.6%,2.80
Orange,Brea,1/1/14,"42,391","42,322",69,"15,660","8,730","1,425",496,"4,005","1,004","15,101",3.6%,2.80
Orange,Brea,1/1/15,"43,167","43,098",69,"15,932","8,992","1,425",506,"4,005","1,004","15,363",3.6%,2.81
Orange,Brea,1/1/16,"43,414","43,345",69,"16,028","9,073","1,429",506,"4,016","1,004","15,452",3.6%,2.81
Orange,Brea,1/1/17,"43,983","43,914",69,"16,262","9,220","1,474",506,"4,058","1,004","15,676",3.6%,2.80
Orange,Brea,1/1/18,"43,961","43,892",69,"16,359","9,223","1,474",506,"4,152","1,004","15,766",3.6%,2.78
Orange,Brea,1/1/19,"44,879","44,810",69,"16,708","9,281","1,474",514,"4,435","1,004","16,101",3.6%,2.78
Orange,Brea,1/1/20,"45,629","45,490",139,"16,911","9,426","1,478",523,"4,480","1,004","16,297",3.6%,2.79
Orange,Buena Park,4/1/10,"80,520","79,706",814,"24,619","14,324","1,808","1,736","6,398",353,"23,682",3.8%,3.37
Orange,Buena Park,1/1/11,"81,050","80,236",814,"24,675","14,370","1,809","1,736","6,407",353,"23,735",3.8%,3.38
Orange,Buena Park,1/1/12,"81,874","81,060",814,"24,687","14,379","1,812","1,736","6,407",353,"23,744",3.8%,3.41
Orange,Buena Park,1/1/13,"82,334","81,520",814,"24,710","14,393","1,812","1,740","6,412",353,"23,757",3.9%,3.43
Orange,Buena Park,1/1/14,"82,349","81,535",814,"24,711","14,394","1,812","1,740","6,412",353,"23,756",3.9%,3.43
Orange,Buena Park,1/1/15,"82,476","81,662",814,"24,726","14,387","1,812","1,740","6,434",353,"23,770",3.9%,3.44
Orange,Buena Park,1/1/16,"82,453","81,639",814,"24,725","14,386","1,812","1,740","6,434",353,"23,764",3.9%,3.44
Orange,Buena Park,1/1/17,"83,223","82,409",814,"24,994","14,416","1,981","1,740","6,504",353,"24,021",3.9%,3.43
Orange,Buena Park,1/1/18,"82,882","82,068",814,"25,051","14,473","1,981","1,740","6,504",353,"24,072",3.9%,3.41
Orange,Buena Park,1/1/19,"82,422","81,608",814,"25,131","14,473","2,061","1,740","6,504",353,"24,147",3.9%,3.38
Orange,Buena Park,1/1/20,"81,998","81,184",814,"25,134","14,476","2,061","1,740","6,504",353,"24,150",3.9%,3.36
Orange,Costa Mesa,4/1/10,"109,960","106,990","2,970","42,120","16,611","4,293","5,710","14,576",930,"39,946",5.2%,2.68
Orange,Costa Mesa,1/1/11,"110,308","107,507","2,801","42,128","16,619","4,293","5,710","14,576",930,"39,964",5.1%,2.69
Orange,Costa Mesa,1/1/12,"111,488","108,717","2,771","42,138","16,619","4,301","5,712","14,576",930,"40,019",5.0%,2.72
Orange,Costa Mesa,1/1/13,"112,081","109,330","2,751","42,162","16,641","4,301","5,714","14,576",930,"40,040",5.0%,2.73
Orange,Costa Mesa,1/1/14,"112,174","109,463","2,711","42,160","16,638","4,302","5,714","14,576",930,"40,080",4.9%,2.73
Orange,Costa Mesa,1/1/15,"113,414","110,729","2,685","42,592","16,767","4,321","5,710","14,864",930,"40,504",4.9%,2.73
Orange,Costa Mesa,1/1/16,"113,802","111,161","2,641","42,643","16,804","4,330","5,699","14,880",930,"40,663",4.6%,2.73
Orange,Costa Mesa,1/1/17,"113,763","111,178","2,585","42,669","16,808","4,360","5,691","14,880",930,"40,725",4.6%,2.73
Orange,Costa Mesa,1/1/18,"113,681","111,152","2,529","42,836","16,970","4,361","5,695","14,880",930,"40,971",4.4%,2.71
Orange,Costa Mesa,1/1/19,"114,634","112,154","2,480","43,406","17,049","4,362","5,695","15,370",930,"41,516",4.4%,2.70
Orange,Costa Mesa,1/1/20,"114,778","112,383","2,395","43,532","17,134","4,397","5,701","15,370",930,"41,637",4.4%,2.70
Orange,Cypress,4/1/10,"47,802","47,300",502,"16,068","9,817","2,572",574,"2,684",421,"15,654",2.6%,3.02
Orange,Cypress,1/1/11,"48,016","47,514",502,"16,072","9,819","2,574",574,"2,684",421,"15,656",2.6%,3.03
Orange,Cypress,1/1/12,"48,504","48,002",502,"16,085","9,817","2,587",576,"2,684",421,"15,662",2.6%,3.06
Orange,Cypress,1/1/13,"48,695","48,193",502,"16,094","9,819","2,594",576,"2,684",421,"15,644",2.8%,3.08
Orange,Cypress,1/1/14,"48,788","48,286",502,"16,128","9,834","2,609",580,"2,684",421,"15,671",2.8%,3.08
Orange,Cypress,1/1/15,"48,910","48,408",502,"16,155","9,845","2,625",580,"2,684",421,"15,695",2.8%,3.08
Orange,Cypress,1/1/16,"48,977","48,475",502,"16,194","9,844","2,665",580,"2,684",421,"15,717",2.9%,3.08
Orange,Cypress,1/1/17,"49,044","48,542",502,"16,244","9,889","2,670",580,"2,684",421,"15,760",3.0%,3.08
Orange,Cypress,1/1/18,"49,083","48,581",502,"16,372","9,892","2,795",580,"2,684",421,"15,872",3.1%,3.06
Orange,Cypress,1/1/19,"48,976","48,474",502,"16,464","9,932","2,847",580,"2,684",421,"15,954",3.1%,3.04
Orange,Cypress,1/1/20,"49,272","48,770",502,"16,631","10,034","2,912",580,"2,684",421,"16,116",3.1%,3.03
Orange,Dana Point,4/1/10,"33,351","33,110",241,"15,938","8,706","1,995","2,633","2,372",232,"14,182",11.0%,2.33
Orange,Dana Point,1/1/11,"33,474","33,233",241,"15,944","8,711","1,995","2,633","2,372",233,"14,173",11.1%,2.34
Orange,Dana Point,1/1/12,"33,665","33,424",241,"15,949","8,716","1,995","2,633","2,372",233,"14,116",11.5%,2.37
Orange,Dana Point,1/1/13,"33,857","33,616",241,"15,960","8,724","1,995","2,633","2,372",236,"14,125",11.5%,2.38
Orange,Dana Point,1/1/14,"33,873","33,632",241,"15,964","8,728","1,995","2,633","2,372",236,"14,129",11.5%,2.38
Orange,Dana Point,1/1/15,"33,881","33,640",241,"15,972","8,733","1,995","2,633","2,372",239,"14,118",11.6%,2.38
Orange,Dana Point,1/1/16,"33,974","33,733",241,"16,016","8,742","2,010","2,648","2,372",244,"14,158",11.6%,2.38
Orange,Dana Point,1/1/17,"34,005","33,764",241,"16,053","8,758","2,010","2,665","2,372",248,"14,190",11.6%,2.38
Orange,Dana Point,1/1/18,"33,576","33,335",241,"16,081","8,778","2,018","2,665","2,372",248,"14,098",12.3%,2.36
Orange,Dana Point,1/1/19,"33,212","32,971",241,"16,118","8,785","2,047","2,665","2,372",249,"14,066",12.7%,2.34
Orange,Dana Point,1/1/20,"33,146","32,905",241,"16,172","8,801","2,074","2,676","2,372",249,"14,113",12.7%,2.33
Orange,Fountain Valley,4/1/10,"55,313","54,876",437,"19,164","12,612","1,885",682,"3,594",391,"18,648",2.7%,2.94
Orange,Fountain Valley,1/1/11,"55,557","55,120",437,"19,165","12,613","1,885",682,"3,594",391,"18,649",2.7%,2.96
Orange,Fountain Valley,1/1/12,"56,112","55,675",437,"19,167","12,615","1,885",682,"3,594",391,"18,653",2.7%,2.98
Orange,Fountain Valley,1/1/13,"56,500","56,063",437,"19,196","12,632","1,897",682,"3,594",391,"18,688",2.6%,3.00
Orange,Fountain Valley,1/1/14,"56,765","56,328",437,"19,281","12,658","1,956",682,"3,594",391,"18,772",2.6%,3.00
Orange,Fountain Valley,1/1/15,"56,886","56,449",437,"19,303","12,660","1,956",690,"3,606",391,"18,794",2.6%,3.00
Orange,Fountain Valley,1/1/16,"56,900","56,463",437,"19,304","12,661","1,956",690,"3,606",391,"18,799",2.6%,3.00
Orange,Fountain Valley,1/1/17,"56,842","56,405",437,"19,309","12,666","1,956",690,"3,606",391,"18,805",2.6%,3.00
Orange,Fountain Valley,1/1/18,"56,520","56,083",437,"19,316","12,672","1,957",690,"3,606",391,"18,815",2.6%,2.98
Orange,Fountain Valley,1/1/19,"56,099","55,662",437,"19,337","12,693","1,957",690,"3,606",391,"18,837",2.6%,2.95
Orange,Fountain Valley,1/1/20,"55,878","55,441",437,"19,363","12,713","1,957",696,"3,606",391,"18,862",2.6%,2.94
Orange,Fullerton,4/1/10,"135,222","132,145","3,077","47,900","24,243","4,859","4,039","13,879",880,"45,420",5.2%,2.91
Orange,Fullerton,1/1/11,"135,874","132,888","2,986","47,956","24,250","4,859","4,035","13,932",880,"45,476",5.2%,2.92
Orange,Fullerton,1/1/12,"138,308","134,343","3,965","47,993","24,286","4,859","4,037","13,931",880,"45,525",5.1%,2.95
Orange,Fullerton,1/1/13,"139,241","135,236","4,005","48,007","24,294","4,859","4,043","13,931",880,"45,595",5.0%,2.97
Orange,Fullerton,1/1/14,"140,469","136,399","4,070","48,396","24,329","4,863","4,043","14,281",880,"45,977",5.0%,2.97
Orange,Fullerton,1/1/15,"140,885","136,765","4,120","48,474","24,385","4,879","4,049","14,281",880,"46,055",5.0%,2.97
Orange,Fullerton,1/1/16,"141,769","137,623","4,146","48,743","24,466","4,928","4,049","14,420",880,"46,345",4.9%,2.97
Orange,Fullerton,1/1/17,"142,614","138,434","4,180","49,085","24,503","4,940","4,042","14,720",880,"46,682",4.9%,2.97
Orange,Fullerton,1/1/18,"142,787","138,615","4,172","49,429","24,522","4,942","4,042","15,043",880,"47,036",4.8%,2.95
Orange,Fullerton,1/1/19,"141,931","137,767","4,164","49,541","24,543","4,946","4,038","15,134",880,"47,157",4.8%,2.92
Orange,Fullerton,1/1/20,"141,863","137,651","4,212","49,764","24,551","4,964","4,049","15,320",880,"47,369",4.8%,2.91
Orange,Garden Grove,4/1/10,"170,794","168,853","1,941","47,741","27,266","4,003","4,174","10,670","1,628","46,021",3.6%,3.67
Orange,Garden Grove,1/1/11,"171,700","169,759","1,941","47,773","27,261","4,001","4,180","10,703","1,628","46,066",3.6%,3.69
Orange,Garden Grove,1/1/12,"173,753","171,812","1,941","47,815","27,286","4,016","4,182","10,703","1,628","46,168",3.4%,3.72
Orange,Garden Grove,1/1/13,"174,171","172,230","1,941","47,688","27,275","3,975","4,187","10,623","1,628","46,045",3.4%,3.74
Orange,Garden Grove,1/1/14,"174,545","172,604","1,941","47,723","27,303","3,971","4,190","10,631","1,628","46,135",3.3%,3.74
Orange,Garden Grove,1/1/15,"174,794","172,853","1,941","47,727","27,316","3,971","4,181","10,631","1,628","46,156",3.3%,3.74
Orange,Garden Grove,1/1/16,"175,466","173,525","1,941","47,761","27,350","3,971","4,181","10,631","1,628","46,337",3.0%,3.74
Orange,Garden Grove,1/1/17,"175,515","173,574","1,941","47,789","27,354","3,971","4,205","10,631","1,628","46,413",2.9%,3.74
Orange,Garden Grove,1/1/18,"175,132","173,191","1,941","47,864","27,380","3,973","4,205","10,678","1,628","46,601",2.6%,3.72
Orange,Garden Grove,1/1/19,"175,052","173,111","1,941","48,133","27,448","3,984","4,215","10,858","1,628","46,926",2.5%,3.69
Orange,Garden Grove,1/1/20,"174,801","172,860","1,941","48,257","27,517","4,039","4,215","10,858","1,628","47,047",2.5%,3.67
Orange,Huntington Beach,4/1/10,"189,992","189,102",890,"78,003","38,512","9,119","9,249","18,036","3,087","74,285",4.8%,2.55
Orange,Huntington Beach,1/1/11,"190,828","189,938",890,"78,009","38,518","9,119","9,249","18,036","3,087","74,288",4.8%,2.56
Orange,Huntington Beach,1/1/12,"193,588","192,698",890,"78,720","38,694","9,246","9,657","18,036","3,087","74,859",4.9%,2.57
Orange,Huntington Beach,1/1/13,"194,678","193,788",890,"78,809","38,737","9,294","9,655","18,036","3,087","74,901",5.0%,2.59
Orange,Huntington Beach,1/1/14,"196,131","195,241",890,"79,393","38,777","9,371","9,655","18,503","3,087","75,446",5.0%,2.59
Orange,Huntington Beach,1/1/15,"197,742","196,852",890,"79,973","38,874","9,381","9,659","18,972","3,087","75,994",5.0%,2.59
Orange,Huntington Beach,1/1/16,"199,796","198,906",890,"80,837","39,048","9,425","9,659","19,618","3,087","76,789",5.0%,2.59
Orange,Huntington Beach,1/1/17,"200,669","199,779",890,"81,312","39,096","9,451","9,664","20,014","3,087","77,231",5.0%,2.59
Orange,Huntington Beach,1/1/18,"200,211","199,321",890,"81,656","39,126","9,464","9,665","20,314","3,087","77,537",5.0%,2.57
Orange,Huntington Beach,1/1/19,"201,239","200,349",890,"82,406","39,146","9,464","9,669","21,040","3,087","78,238",5.1%,2.56
Orange,Huntington Beach,1/1/20,"201,281","200,390",891,"82,501","39,214","9,464","9,696","21,040","3,087","78,328",5.1%,2.56
Orange,Irvine,4/1/10,"212,375","199,037","13,338","81,110","31,001","16,722","4,021","28,201","1,165","76,216",6.0%,2.61
Orange,Irvine,1/1/11,"218,870","203,809","15,061","82,692","31,435","16,722","4,216","29,154","1,165","77,703",6.0%,2.62
Orange,Irvine,1/1/12,"224,852","208,567","16,285","83,792","31,947","16,722","4,420","29,538","1,165","78,740",6.0%,2.65
Orange,Irvine,1/1/13,"232,305","216,137","16,168","86,376","32,604","16,722","4,734","31,151","1,165","81,184",6.0%,2.66
Orange,Irvine,1/1/14,"242,847","226,670","16,177","90,562","33,930","16,722","5,044","33,701","1,165","85,122",6.0%,2.66
Orange,Irvine,1/1/15,"249,657","232,906","16,751","92,961","35,558","16,722","5,277","34,239","1,165","87,378",6.0%,2.67
Orange,Irvine,1/1/16,"255,045","238,577","16,468","95,216","36,784","16,722","5,436","35,109","1,165","89,508",6.0%,2.67
Orange,Irvine,1/1/17,"264,703","246,919","17,784","98,676","38,347","16,722","5,790","36,652","1,165","92,764",6.0%,2.66
Orange,Irvine,1/1/18,"272,462","254,685","17,777","102,474","39,853","16,722","6,386","38,348","1,165","96,282",6.0%,2.65
Orange,Irvine,1/1/19,"277,462","260,400","17,062","105,858","41,798","16,722","6,696","39,477","1,165","99,466",6.0%,2.62
Orange,Irvine,1/1/20,"281,707","265,275","16,432","108,822","43,013","17,187","6,765","40,692","1,165","102,033",6.2%,2.60
Orange,Laguna Beach,4/1/10,"22,723","22,634",89,"12,923","8,492",686,"1,529","1,927",289,"10,821",16.3%,2.09
Orange,Laguna Beach,1/1/11,"22,818","22,729",89,"12,937","8,506",686,"1,529","1,927",289,"10,819",16.4%,2.10
Orange,Laguna Beach,1/1/12,"22,937","22,848",89,"12,946","8,521",686,"1,523","1,927",289,"10,769",16.8%,2.12
Orange,Laguna Beach,1/1/13,"23,075","22,986",89,"12,958","8,533",686,"1,523","1,927",289,"10,779",16.8%,2.13
Orange,Laguna Beach,1/1/14,"23,088","22,999",89,"12,962","8,537",686,"1,523","1,927",289,"10,783",16.8%,2.13
Orange,Laguna Beach,1/1/15,"23,103","23,014",89,"12,977","8,551",688,"1,522","1,927",289,"10,779",16.9%,2.14
Orange,Laguna Beach,1/1/16,"23,127","23,038",89,"12,992","8,566",688,"1,522","1,927",289,"10,791",16.9%,2.13
Orange,Laguna Beach,1/1/17,"23,105","23,016",89,"12,998","8,571",689,"1,522","1,927",289,"10,795",16.9%,2.13
Orange,Laguna Beach,1/1/18,"22,749","22,660",89,"13,007","8,579",690,"1,522","1,927",289,"10,695",17.8%,2.12
Orange,Laguna Beach,1/1/19,"22,445","22,356",89,"13,017","8,584",696,"1,521","1,927",289,"10,644",18.2%,2.10
Orange,Laguna Beach,1/1/20,"22,343","22,254",89,"13,027","8,591",697,"1,523","1,927",289,"10,652",18.2%,2.09
Orange,Laguna Hills,4/1/10,"30,270","29,901",369,"10,989","6,395","1,917",571,"1,754",352,"10,417",5.2%,2.87
Orange,Laguna Hills,1/1/11,"30,417","30,048",369,"10,992","6,398","1,917",571,"1,754",352,"10,423",5.2%,2.88
Orange,Laguna Hills,1/1/12,"30,748","30,379",369,"10,992","6,398","1,917",571,"1,754",352,"10,435",5.1%,2.91
Orange,Laguna Hills,1/1/13,"31,044","30,675",369,"10,993","6,399","1,917",571,"1,754",352,"10,483",4.6%,2.93
Orange,Laguna Hills,1/1/14,"31,088","30,719",369,"10,995","6,401","1,917",571,"1,754",352,"10,496",4.5%,2.93
Orange,Laguna Hills,1/1/15,"31,131","30,762",369,"10,996","6,402","1,917",571,"1,754",352,"10,500",4.5%,2.93
Orange,Laguna Hills,1/1/16,"31,212","30,843",369,"10,996","6,402","1,917",571,"1,754",352,"10,528",4.3%,2.93
