County,City,Date,Total-Pop,Household,Group Quarters,Total-HU,Single Detached,Single Attached,Two to Four,Five Plus,Mobile Homes,Occupied,Vacancy Rate,Persons per Household
California,State Total,4/1/10,"37,253,956","36,412,191","841,765","13,670,304","7,959,078","966,440","1,110,620","3,076,519","557,647","12,568,167",8.1%,2.90
California,State Total,1/1/11,"37,561,624","36,724,643","836,981","13,704,840","7,976,300","967,711","1,112,447","3,090,252","558,130","12,602,167",8.0%,2.91
California,State Total,1/1/12,"37,924,661","37,086,745","837,916","13,740,400","7,993,130","969,232","1,114,374","3,104,901","558,763","12,643,822",8.0%,2.93
California,State Total,1/1/13,"38,269,864","37,441,011","828,853","13,785,895","8,012,617","970,796","1,116,715","3,126,379","559,388","12,714,805",7.8%,2.94
California,State Total,1/1/14,"38,556,731","37,717,623","839,108","13,845,405","8,038,266","973,059","1,119,289","3,154,794","559,997","12,779,197",7.7%,2.95
California,State Total,1/1/15,"38,870,150","38,026,555","843,595","13,914,933","8,066,653","975,257","1,121,406","3,191,211","560,406","12,846,094",7.7%,2.96
California,State Total,1/1/16,"39,131,307","38,296,346","834,961","13,982,747","8,094,768","977,771","1,123,600","3,225,753","560,855","12,930,089",7.5%,2.96
California,State Total,1/1/17,"39,398,702","38,556,389","842,313","14,072,205","8,129,171","981,323","1,126,460","3,273,664","561,587","13,017,616",7.5%,2.96
California,State Total,1/1/18,"39,586,646","38,737,074","849,572","14,157,502","8,160,864","985,926","1,129,761","3,318,946","562,005","13,106,373",7.4%,2.96
California,State Total,1/1/19,"39,695,376","38,844,962","850,414","14,235,201","8,191,089","994,727","1,132,556","3,357,009","559,820","13,188,852",7.4%,2.95
California,State Total,1/1/20,"39,782,870","38,929,988","852,882","14,329,863","8,231,436","996,865","1,143,284","3,397,461","560,817","13,272,939",7.4%,2.93
California,Incorporated,4/1/10,"30,764,188","30,089,880","674,308","11,187,787","6,105,716","866,581","999,639","2,892,682","323,169","10,406,502",7.0%,2.89
California,Incorporated,1/1/11,"31,086,714","30,417,713","669,001","11,233,387","6,133,385","868,217","1,001,639","2,906,220","323,926","10,450,144",7.0%,2.91
California,Incorporated,1/1/12,"31,506,091","30,838,562","667,529","11,292,199","6,167,970","870,786","1,004,624","2,922,833","325,986","10,512,008",6.9%,2.93
California,Incorporated,1/1/13,"31,858,521","31,195,513","663,008","11,342,703","6,190,758","873,232","1,007,231","2,944,809","326,673","10,586,394",6.7%,2.95
California,Incorporated,1/1/14,"32,110,077","31,440,447","669,630","11,395,169","6,212,021","875,230","1,009,510","2,971,701","326,707","10,642,843",6.6%,2.95
California,Incorporated,1/1/15,"32,385,073","31,713,035","672,038","11,458,347","6,235,924","876,945","1,011,464","3,007,149","326,865","10,703,921",6.6%,2.96
California,Incorporated,1/1/16,"32,628,187","31,961,873","666,314","11,523,164","6,261,063","880,963","1,013,482","3,040,578","327,078","10,782,051",6.4%,2.96
California,Incorporated,1/1/17,"32,870,570","32,198,497","672,073","11,605,749","6,290,289","884,845","1,016,075","3,087,391","327,149","10,862,557",6.4%,2.96
California,Incorporated,1/1/18,"33,051,381","32,377,068","674,313","11,688,063","6,319,787","889,368","1,019,281","3,132,379","327,248","10,946,718",6.3%,2.96
California,Incorporated,1/1/19,"33,163,325","32,484,746","678,579","11,761,178","6,347,114","898,250","1,021,772","3,168,721","325,321","11,023,530",6.3%,2.95
California,Incorporated,1/1/20,"33,256,246","32,579,787","676,459","11,847,758","6,381,159","899,959","1,032,290","3,208,669","325,681","11,101,969",6.3%,2.93
California,Balance of State,4/1/10,"6,489,768","6,322,311","167,457","2,482,517","1,853,362","99,859","110,981","183,837","234,478","2,161,665",12.9%,2.92
California,Balance of State,1/1/11,"6,474,910","6,306,930","167,980","2,471,453","1,842,915","99,494","110,808","184,032","234,204","2,152,023",12.9%,2.93
California,Balance of State,1/1/12,"6,418,570","6,248,183","170,387","2,448,201","1,825,160","98,446","109,750","182,068","232,777","2,131,814",12.9%,2.93
California,Balance of State,1/1/13,"6,411,343","6,245,498","165,845","2,443,192","1,821,859","97,564","109,484","181,570","232,715","2,128,411",12.9%,2.93
California,Balance of State,1/1/14,"6,446,654","6,277,176","169,478","2,450,236","1,826,245","97,829","109,779","183,093","233,290","2,136,354",12.8%,2.94
California,Balance of State,1/1/15,"6,485,077","6,313,520","171,557","2,456,586","1,830,729","98,312","109,942","184,062","233,541","2,142,173",12.8%,2.95
California,Balance of State,1/1/16,"6,503,120","6,334,473","168,647","2,459,583","1,833,705","96,808","110,118","185,175","233,777","2,148,038",12.7%,2.95
California,Balance of State,1/1/17,"6,528,132","6,357,892","170,240","2,466,456","1,838,882","96,478","110,385","186,273","234,438","2,155,059",12.6%,2.95
California,Balance of State,1/1/18,"6,535,265","6,360,006","175,259","2,469,439","1,841,077","96,558","110,480","186,567","234,757","2,159,655",12.5%,2.94
California,Balance of State,1/1/19,"6,532,051","6,360,216","171,835","2,474,023","1,843,975","96,477","110,784","188,288","234,499","2,165,322",12.5%,2.94
California,Balance of State,1/1/20,"6,526,624","6,350,201","176,423","2,482,105","1,850,277","96,906","110,994","188,792","235,136","2,170,970",12.5%,2.93
Alameda,Alameda,4/1/10,"73,812","72,316","1,496","32,351","13,700","3,347","5,826","9,351",127,"30,123",6.9%,2.40
Alameda,Alameda,1/1/11,"74,493","72,915","1,578","32,312","13,661","3,347","5,826","9,351",127,"30,114",6.8%,2.42
Alameda,Alameda,1/1/12,"75,482","73,884","1,598","32,429","13,778","3,347","5,826","9,351",127,"30,198",6.9%,2.45
Alameda,Alameda,1/1/13,"76,882","75,361","1,521","32,429","13,778","3,347","5,826","9,351",127,"30,592",5.7%,2.46
Alameda,Alameda,1/1/14,"77,505","76,004","1,501","32,430","13,779","3,347","5,826","9,351",127,"30,620",5.6%,2.48
Alameda,Alameda,1/1/15,"78,396","76,973","1,423","32,438","13,784","3,350","5,826","9,351",127,"30,709",5.3%,2.51
Alameda,Alameda,1/1/16,"80,460","78,932","1,528","32,763","13,912","3,350","5,834","9,540",127,"31,229",4.7%,2.53
Alameda,Alameda,1/1/17,"81,073","79,540","1,533","32,863","13,957","3,405","5,834","9,540",127,"31,394",4.5%,2.53
Alameda,Alameda,1/1/18,"81,275","79,750","1,525","32,987","13,987","3,406","5,927","9,540",127,"31,586",4.2%,2.52
Alameda,Alameda,1/1/19,"81,618","80,093","1,525","33,120","13,996","3,406","5,983","9,608",127,"31,803",4.0%,2.52
Alameda,Alameda,1/1/20,"81,312","79,787","1,525","33,147","13,998","3,417","5,997","9,608",127,"31,829",4.0%,2.51
Alameda,Albany,4/1/10,"18,539","15,377","3,162","6,712","4,222",220,813,"1,432",25,"6,309",6.0%,2.44
Alameda,Albany,1/1/11,"18,421","15,499","2,922","6,712","4,222",220,813,"1,432",25,"6,306",6.0%,2.46
Alameda,Albany,1/1/12,"18,572","15,642","2,930","6,717","4,223",220,817,"1,432",25,"6,298",6.2%,2.48
Alameda,Albany,1/1/13,"18,528","15,771","2,757","6,721","4,224",223,817,"1,432",25,"6,301",6.2%,2.50
Alameda,Albany,1/1/14,"18,485","15,872","2,613","6,722","4,225",223,817,"1,432",25,"6,290",6.4%,2.52
Alameda,Albany,1/1/15,"18,617","16,043","2,574","6,727","4,227",226,817,"1,432",25,"6,291",6.5%,2.55
Alameda,Albany,1/1/16,"18,565","16,069","2,496","6,732","4,231",227,817,"1,432",25,"6,264",7.0%,2.57
Alameda,Albany,1/1/17,"18,587","16,105","2,482","6,742","4,239",229,817,"1,432",25,"6,263",7.1%,2.57
Alameda,Albany,1/1/18,"18,867","16,426","2,441","6,930","4,249",231,818,"1,607",25,"6,412",7.5%,2.56
Alameda,Albany,1/1/19,"18,961","16,389","2,572","6,947","4,261",235,819,"1,607",25,"6,414",7.7%,2.56
Alameda,Albany,1/1/20,"18,937","16,365","2,572","6,969","4,275",235,827,"1,607",25,"6,434",7.7%,2.54
Alameda,Berkeley,4/1/10,"112,580","99,731","12,849","49,454","20,924","2,060","9,980","16,272",218,"46,029",6.9%,2.17
Alameda,Berkeley,1/1/11,"114,461","101,254","13,207","49,794","20,926","2,060","9,993","16,597",218,"46,341",6.9%,2.18
Alameda,Berkeley,1/1/12,"115,584","102,248","13,336","49,774","20,929","2,060","9,993","16,574",218,"46,304",7.0%,2.21
Alameda,Berkeley,1/1/13,"116,402","102,888","13,514","49,784","20,930","2,060","10,002","16,574",218,"46,240",7.1%,2.23
Alameda,Berkeley,1/1/14,"117,670","103,871","13,799","49,869","20,937","2,061","10,002","16,651",218,"46,302",7.2%,2.24
Alameda,Berkeley,1/1/15,"119,230","105,316","13,914","50,036","20,952","2,065","10,011","16,790",218,"46,452",7.2%,2.27
Alameda,Berkeley,1/1/16,"120,059","106,143","13,916","50,180","20,955","2,066","10,013","16,928",218,"46,542",7.2%,2.28
Alameda,Berkeley,1/1/17,"121,050","106,873","14,177","50,419","20,962","2,075","10,015","17,149",218,"46,749",7.3%,2.29
Alameda,Berkeley,1/1/18,"121,752","107,512","14,240","50,953","20,997","2,083","10,022","17,633",218,"47,209",7.3%,2.28
Alameda,Berkeley,1/1/19,"122,358","107,672","14,686","51,179","21,042","2,095","10,031","17,793",218,"47,399",7.4%,2.27
Alameda,Berkeley,1/1/20,"122,580","107,894","14,686","51,523","21,106","2,096","10,075","18,028",218,"47,718",7.4%,2.26
Alameda,Dublin,4/1/10,"46,036","40,262","5,774","15,782","8,585","1,898",479,"4,766",54,"14,913",5.5%,2.70
Alameda,Dublin,1/1/11,"46,422","41,309","5,113","16,064","8,773","1,898",511,"4,828",54,"15,177",5.5%,2.72
Alameda,Dublin,1/1/12,"47,080","42,678","4,402","16,431","8,966","1,960",528,"4,923",54,"15,511",5.6%,2.75
Alameda,Dublin,1/1/13,"50,082","45,691","4,391","17,516","9,472","2,070",596,"5,324",54,"16,477",5.9%,2.77
Alameda,Dublin,1/1/14,"53,462","48,927","4,535","18,640","10,124","2,116",604,"5,742",54,"17,513",6.0%,2.79
Alameda,Dublin,1/1/15,"55,965","51,905","4,060","19,551","10,613","2,285",604,"5,995",54,"18,365",6.1%,2.83
Alameda,Dublin,1/1/16,"57,153","53,550","3,603","20,095","10,939","2,503",604,"5,995",54,"18,837",6.3%,2.84
Alameda,Dublin,1/1/17,"59,281","55,868","3,413","20,931","11,276","2,750",604,"6,247",54,"19,607",6.3%,2.85
Alameda,Dublin,1/1/18,"61,666","58,176","3,490","21,937","11,725","2,908",624,"6,626",54,"20,517",6.5%,2.84
Alameda,Dublin,1/1/19,"64,132","60,646","3,486","22,950","12,304","3,187",685,"6,720",54,"21,445",6.6%,2.83
Alameda,Dublin,1/1/20,"65,716","61,897","3,819","23,567","12,644","3,334",757,"6,778",54,"22,021",6.6%,2.81
Alameda,Emeryville,4/1/10,"10,080","10,007",73,"6,646",420,401,751,"5,038",36,"5,694",14.3%,1.76
Alameda,Emeryville,1/1/11,"10,177","10,104",73,"6,646",420,401,751,"5,038",36,"5,701",14.2%,1.77
Alameda,Emeryville,1/1/12,"10,347","10,274",73,"6,652",421,401,751,"5,043",36,"5,736",13.8%,1.79
Alameda,Emeryville,1/1/13,"10,645","10,572",73,"6,652",421,401,751,"5,043",36,"5,858",11.9%,1.80
Alameda,Emeryville,1/1/14,"10,890","10,817",73,"6,719",421,401,753,"5,108",36,"5,945",11.5%,1.82
Alameda,Emeryville,1/1/15,"11,021","10,948",73,"6,719",421,401,753,"5,108",36,"5,954",11.4%,1.84
Alameda,Emeryville,1/1/16,"11,895","11,822",73,"7,125",420,401,753,"5,515",36,"6,391",10.3%,1.85
Alameda,Emeryville,1/1/17,"12,045","11,972",73,"7,169",419,401,753,"5,560",36,"6,457",9.9%,1.85
Alameda,Emeryville,1/1/18,"12,000","11,927",73,"7,170",418,401,755,"5,560",36,"6,458",9.9%,1.85
Alameda,Emeryville,1/1/19,"12,041","11,968",73,"7,176",418,401,755,"5,566",36,"6,497",9.5%,1.84
Alameda,Emeryville,1/1/20,"12,298","12,225",73,"7,364",418,401,756,"5,753",36,"6,667",9.5%,1.83
Alameda,Fremont,4/1/10,"214,089","212,438","1,651","73,989","43,301","9,933","2,429","17,600",726,"71,004",4.0%,2.99
Alameda,Fremont,1/1/11,"216,569","214,918","1,651","74,220","43,500","9,935","2,435","17,624",726,"71,232",4.0%,3.02
Alameda,Fremont,1/1/12,"219,532","217,881","1,651","74,425","43,545","9,939","2,435","17,780",726,"71,456",4.0%,3.05
Alameda,Fremont,1/1/13,"222,285","220,634","1,651","74,679","43,617","9,939","2,435","17,962",726,"71,809",3.8%,3.07
Alameda,Fremont,1/1/14,"225,683","224,032","1,651","75,186","43,724","9,998","2,435","18,303",726,"72,321",3.8%,3.10
Alameda,Fremont,1/1/15,"228,474","226,823","1,651","75,313","43,820","10,029","2,435","18,303",726,"72,451",3.8%,3.13
Alameda,Fremont,1/1/16,"230,243","228,592","1,651","75,386","43,874","10,044","2,439","18,303",726,"72,587",3.7%,3.15
Alameda,Fremont,1/1/17,"232,010","230,359","1,651","75,763","44,154","10,050","2,461","18,372",726,"72,972",3.7%,3.16
Alameda,Fremont,1/1/18,"232,685","231,034","1,651","76,279","44,455","10,066","2,484","18,548",726,"73,467",3.7%,3.14
Alameda,Fremont,1/1/19,"233,404","231,753","1,651","76,681","44,624","10,183","2,500","18,648",726,"73,883",3.6%,3.14
Alameda,Fremont,1/1/20,"234,220","232,569","1,651","77,309","44,700","10,192","2,584","19,107",726,"74,488",3.6%,3.12
Alameda,Hayward,4/1/10,"144,186","141,462","2,724","48,296","25,217","4,106","2,934","13,717","2,322","45,365",6.1%,3.12
Alameda,Hayward,1/1/11,"145,936","143,044","2,892","48,406","25,270","4,151","2,934","13,729","2,322","45,488",6.0%,3.14
Alameda,Hayward,1/1/12,"148,602","145,624","2,978","48,671","25,329","4,356","2,935","13,729","2,322","45,822",5.9%,3.18
Alameda,Hayward,1/1/13,"151,492","148,543","2,949","48,900","25,371","4,543","2,935","13,729","2,322","46,385",5.1%,3.20
Alameda,Hayward,1/1/14,"153,551","150,446","3,105","49,040","25,421","4,633","2,935","13,729","2,322","46,597",5.0%,3.23
Alameda,Hayward,1/1/15,"155,753","152,573","3,180","49,184","25,467","4,731","2,935","13,729","2,322","46,759",4.9%,3.26
Alameda,Hayward,1/1/16,"157,790","154,497","3,293","49,292","25,551","4,755","2,935","13,729","2,322","47,070",4.5%,3.28
Alameda,Hayward,1/1/17,"159,623","156,273","3,350","49,665","25,695","4,833","2,935","13,880","2,322","47,496",4.4%,3.29
Alameda,Hayward,1/1/18,"159,603","156,449","3,154","49,913","25,898","4,878","2,935","13,880","2,322","47,733",4.4%,3.28
Alameda,Hayward,1/1/19,"160,197","156,883","3,314","50,084","26,006","4,941","2,935","13,880","2,322","47,987",4.2%,3.27
Alameda,Hayward,1/1/20,"160,311","157,129","3,182","50,396","26,169","5,088","2,937","13,880","2,322","48,286",4.2%,3.25
Alameda,Livermore,4/1/10,"80,968","80,458",510,"30,342","21,490","2,555","1,466","4,291",540,"29,134",4.0%,2.76
Alameda,Livermore,1/1/11,"82,000","81,490",510,"30,469","21,551","2,555","1,478","4,345",540,"29,261",4.0%,2.78
Alameda,Livermore,1/1/12,"83,127","82,617",510,"30,545","21,610","2,555","1,495","4,345",540,"29,354",3.9%,2.81
Alameda,Livermore,1/1/13,"84,358","83,848",510,"30,679","21,682","2,555","1,523","4,379",540,"29,565",3.6%,2.84
Alameda,Livermore,1/1/14,"85,665","85,155",510,"30,884","21,777","2,555","1,563","4,449",540,"29,781",3.6%,2.86
Alameda,Livermore,1/1/15,"87,028","86,518",510,"31,042","21,860","2,555","1,563","4,524",540,"29,939",3.6%,2.89
Alameda,Livermore,1/1/16,"88,894","88,384",510,"31,473","22,146","2,555","1,583","4,649",540,"30,405",3.4%,2.91
Alameda,Livermore,1/1/17,"90,212","89,702",510,"31,848","22,295","2,583","1,591","4,837",542,"30,784",3.3%,2.91
Alameda,Livermore,1/1/18,"90,946","90,436",510,"32,191","22,324","2,897","1,591","4,837",542,"31,155",3.2%,2.90
Alameda,Livermore,1/1/19,"91,436","90,926",510,"32,425","22,450","3,002","1,594","4,837",542,"31,403",3.2%,2.90
Alameda,Livermore,1/1/20,"91,861","91,351",510,"32,728","22,519","3,154","1,604","4,909",542,"31,696",3.2%,2.88
Alameda,Newark,4/1/10,"42,573","42,428",145,"13,414","9,522","1,342",569,"1,981",0,"12,972",3.3%,3.27
Alameda,Newark,1/1/11,"42,924","42,779",145,"13,414","9,522","1,342",569,"1,981",0,"12,970",3.3%,3.30
Alameda,Newark,1/1/12,"43,349","43,204",145,"13,414","9,522","1,342",569,"1,981",0,"12,961",3.4%,3.33
Alameda,Newark,1/1/13,"43,568","43,423",145,"13,416","9,522","1,342",571,"1,981",0,"12,928",3.6%,3.36
Alameda,Newark,1/1/14,"43,907","43,762",145,"13,419","9,523","1,342",573,"1,981",0,"12,923",3.7%,3.39
Alameda,Newark,1/1/15,"44,371","44,226",145,"13,421","9,523","1,342",575,"1,981",0,"12,922",3.7%,3.42
Alameda,Newark,1/1/16,"44,722","44,577",145,"13,470","9,567","1,342",580,"1,981",0,"12,948",3.9%,3.44
Alameda,Newark,1/1/17,"45,260","45,115",145,"13,607","9,665","1,381",580,"1,981",0,"13,073",3.9%,3.45
Alameda,Newark,1/1/18,"46,812","46,667",145,"14,147","9,883","1,381",628,"2,255",0,"13,575",4.0%,3.44
Alameda,Newark,1/1/19,"48,164","48,019",145,"14,604","10,107","1,381",657,"2,459",0,"14,004",4.1%,3.43
Alameda,Newark,1/1/20,"48,966","48,821",145,"14,917","10,385","1,414",659,"2,459",0,"14,304",4.1%,3.41
Alameda,Oakland,4/1/10,"390,724","382,586","8,138","169,710","73,904","6,842","32,600","55,809",555,"153,791",9.4%,2.49
Alameda,Oakland,1/1/11,"394,694","386,573","8,121","169,922","73,991","6,842","32,602","55,932",555,"154,095",9.3%,2.51
Alameda,Oakland,1/1/12,"399,927","392,142","7,785","170,037","74,080","6,847","32,609","55,946",555,"154,674",9.0%,2.54
Alameda,Oakland,1/1/13,"409,200","401,424","7,776","170,618","74,084","6,884","32,625","56,470",555,"157,133",7.9%,2.55
Alameda,Oakland,1/1/14,"414,091","406,331","7,760","170,822","74,105","6,908","32,627","56,627",555,"157,760",7.6%,2.58
Alameda,Oakland,1/1/15,"419,571","411,769","7,802","171,138","74,129","6,921","32,635","56,898",555,"158,188",7.6%,2.60
Alameda,Oakland,1/1/16,"425,115","417,348","7,767","171,192","74,169","6,921","32,650","56,897",555,"159,389",6.9%,2.62
Alameda,Oakland,1/1/17,"428,165","420,450","7,715","171,636","74,232","6,931","32,669","57,249",555,"160,187",6.7%,2.62
Alameda,Oakland,1/1/18,"429,145","421,371","7,774","172,170","74,315","6,941","32,661","57,698",555,"161,155",6.4%,2.61
Alameda,Oakland,1/1/19,"430,753","422,985","7,768","172,740","74,396","7,007","32,700","58,082",555,"162,184",6.1%,2.61
Alameda,Oakland,1/1/20,"433,697","426,360","7,337","175,457","74,468","7,007","32,844","60,583",555,"164,296",6.4%,2.60
Alameda,Piedmont,4/1/10,"10,667","10,664",3,"3,924","3,710",48,87,79,0,"3,801",3.1%,2.81
Alameda,Piedmont,1/1/11,"10,771","10,768",3,"3,928","3,712",48,89,79,0,"3,806",3.1%,2.83
Alameda,Piedmont,1/1/12,"10,909","10,906",3,"3,932","3,714",48,91,79,0,"3,814",3.0%,2.86
Alameda,Piedmont,1/1/13,"11,052","11,049",3,"3,935","3,717",48,91,79,0,"3,835",2.5%,2.88
Alameda,Piedmont,1/1/14,"11,160","11,157",3,"3,937","3,715",48,95,79,0,"3,841",2.4%,2.90
Alameda,Piedmont,1/1/15,"11,291","11,288",3,"3,940","3,718",48,95,79,0,"3,845",2.4%,2.94
Alameda,Piedmont,1/1/16,"11,398","11,395",3,"3,943","3,721",48,95,79,0,"3,859",2.1%,2.95
Alameda,Piedmont,1/1/17,"11,442","11,439",3,"3,945","3,721",50,95,79,0,"3,864",2.1%,2.96
Alameda,Piedmont,1/1/18,"11,434","11,431",3,"3,949","3,721",54,95,79,0,"3,876",1.8%,2.95
Alameda,Piedmont,1/1/19,"11,468","11,465",3,"3,966","3,723",69,95,79,0,"3,897",1.7%,2.94
Alameda,Piedmont,1/1/20,"11,453","11,450",3,"3,979","3,714",69,117,79,0,"3,910",1.7%,2.93
Alameda,Pleasanton,4/1/10,"70,285","69,829",456,"26,053","16,736","2,615","1,599","4,723",380,"25,245",3.1%,2.77
Alameda,Pleasanton,1/1/11,"70,901","70,445",456,"26,069","16,750","2,615","1,601","4,723",380,"25,255",3.1%,2.79
Alameda,Pleasanton,1/1/12,"71,751","71,295",456,"26,132","16,787","2,615","1,612","4,738",380,"25,291",3.2%,2.82
Alameda,Pleasanton,1/1/13,"72,126","71,670",456,"26,174","16,829","2,615","1,612","4,738",380,"25,231",3.6%,2.84
Alameda,Pleasanton,1/1/14,"73,009","72,553",456,"26,305","16,900","2,677","1,610","4,738",380,"25,334",3.7%,2.86
Alameda,Pleasanton,1/1/15,"74,950","74,494",456,"26,732","16,951","2,678","1,616","5,107",380,"25,738",3.7%,2.89
Alameda,Pleasanton,1/1/16,"76,014","75,450",564,"26,980","17,031","2,678","1,616","5,275",380,"25,915",3.9%,2.91
Alameda,Pleasanton,1/1/17,"76,685","76,121",564,"27,176","17,114","2,680","1,566","5,436",380,"26,082",4.0%,2.92
Alameda,Pleasanton,1/1/18,"78,698","78,134",564,"28,054","17,149","2,742","1,574","6,209",380,"26,875",4.2%,2.91
Alameda,Pleasanton,1/1/19,"79,392","78,828",564,"28,404","17,179","2,742","1,592","6,511",380,"27,183",4.3%,2.90
Alameda,Pleasanton,1/1/20,"79,464","78,900",564,"28,508","17,253","2,752","1,598","6,525",380,"27,283",4.3%,2.89
Alameda,San Leandro,4/1/10,"84,950","84,300",650,"32,419","19,459","1,948","1,893","8,229",890,"30,717",5.3%,2.74
Alameda,San Leandro,1/1/11,"85,794","85,144",650,"32,481","19,459","1,959","1,893","8,280",890,"30,765",5.3%,2.77
Alameda,San Leandro,1/1/12,"86,583","85,933",650,"32,485","19,463","1,959","1,893","8,280",890,"30,724",5.4%,2.80
Alameda,San Leandro,1/1/13,"86,759","86,109",650,"32,495","19,463","1,967","1,895","8,280",890,"30,553",6.0%,2.82
Alameda,San Leandro,1/1/14,"87,371","86,721",650,"32,503","19,463","1,975","1,895","8,280",890,"30,520",6.1%,2.84
Alameda,San Leandro,1/1/15,"88,273","87,623",650,"32,509","19,463","1,981","1,895","8,280",890,"30,513",6.1%,2.87
Alameda,San Leandro,1/1/16,"88,485","87,835",650,"32,510","19,463","1,982","1,895","8,280",890,"30,407",6.5%,2.89
Alameda,San Leandro,1/1/17,"88,594","87,944",650,"32,510","19,463","1,982","1,895","8,280",890,"30,371",6.6%,2.90
Alameda,San Leandro,1/1/18,"88,276","87,626",650,"32,516","19,468","1,983","1,895","8,280",890,"30,378",6.6%,2.88
Alameda,San Leandro,1/1/19,"88,296","87,646",650,"32,606","19,468","1,988","1,895","8,365",890,"30,462",6.6%,2.88
Alameda,San Leandro,1/1/20,"87,930","87,280",650,"32,621","19,469","1,988","1,909","8,365",890,"30,476",6.6%,2.86
Alameda,Union City,4/1/10,"69,516","68,998",518,"21,258","13,642","2,839",784,"3,000",993,"20,433",3.9%,3.38
Alameda,Union City,1/1/11,"70,103","69,585",518,"21,265","13,643","2,845",784,"3,000",993,"20,435",3.9%,3.41
Alameda,Union City,1/1/12,"71,113","70,595",518,"21,370","13,644","2,845",784,"3,100",997,"20,514",4.0%,3.44
Alameda,Union City,1/1/13,"71,547","71,029",518,"21,431","13,646","2,845",784,"3,157",999,"20,483",4.4%,3.47
Alameda,Union City,1/1/14,"72,059","71,541",518,"21,431","13,646","2,845",784,"3,157",999,"20,463",4.5%,3.50
Alameda,Union City,1/1/15,"72,811","72,293",518,"21,435","13,646","2,845",784,"3,157","1,003","20,461",4.5%,3.53
Alameda,Union City,1/1/16,"73,148","72,630",518,"21,464","13,660","2,845",786,"3,157","1,016","20,436",4.8%,3.55
Alameda,Union City,1/1/17,"73,379","72,861",518,"21,499","13,694","2,846",786,"3,157","1,016","20,452",4.9%,3.56
Alameda,Union City,1/1/18,"73,105","72,587",518,"21,501","13,695","2,847",786,"3,157","1,016","20,453",4.9%,3.55
Alameda,Union City,1/1/19,"73,661","73,143",518,"21,745","13,696","2,847",786,"3,400","1,016","20,662",5.0%,3.54
Alameda,Union City,1/1/20,"73,637","73,119",518,"21,839","13,711","2,847",804,"3,461","1,016","20,751",5.0%,3.52
Alameda,Incorporated,4/1/10,"1,369,005","1,330,856","38,149","530,350","274,832","40,154","62,210","146,288","6,866","495,530",6.6%,2.69
Alameda,Incorporated,1/1/11,"1,383,666","1,345,827","37,839","531,702","275,400","40,218","62,279","146,939","6,866","496,946",6.5%,2.71
Alameda,Incorporated,1/1/12,"1,401,958","1,364,923","37,035","533,014","276,011","40,494","62,338","147,301","6,870","498,657",6.4%,2.74
Alameda,Incorporated,1/1/13,"1,424,926","1,388,012","36,914","535,429","276,756","40,839","62,463","148,499","6,872","503,390",6.0%,2.76
Alameda,Incorporated,1/1/14,"1,444,508","1,407,189","37,319","537,907","277,760","41,129","62,519","149,627","6,872","506,210",5.9%,2.78
Alameda,Incorporated,1/1/15,"1,465,751","1,428,792","36,959","540,185","278,574","41,457","62,544","150,734","6,876","508,587",5.8%,2.81
Alameda,Incorporated,1/1/16,"1,483,941","1,447,224","36,717","542,605","279,639","41,717","62,600","151,760","6,889","512,279",5.6%,2.83
Alameda,Incorporated,1/1/17,"1,497,406","1,460,622","36,784","545,773","280,886","42,196","62,601","153,199","6,891","515,751",5.5%,2.83
Alameda,Incorporated,1/1/18,"1,506,264","1,469,526","36,738","550,697","282,284","42,818","62,795","155,909","6,891","520,849",5.4%,2.82
Alameda,Incorporated,1/1/19,"1,515,881","1,478,416","37,465","554,627","283,670","43,484","63,027","157,555","6,891","525,223",5.3%,2.81
Alameda,Incorporated,1/1/20,"1,522,382","1,485,147","37,235","560,324","284,829","43,994","63,468","161,142","6,891","530,159",5.4%,2.80
Alameda,Balance of County,4/1/10,"141,266","138,896","2,370","51,022","34,474","4,126","3,116","8,341",965,"48,516",4.9%,2.86
Alameda,Balance of County,1/1/11,"142,444","140,076","2,368","51,025","34,470","4,126","3,118","8,346",965,"48,519",4.9%,2.89
Alameda,Balance of County,1/1/12,"143,959","141,590","2,369","51,035","34,480","4,126","3,118","8,346",965,"48,528",4.9%,2.92
Alameda,Balance of County,1/1/13,"145,063","142,699","2,364","51,045","34,490","4,126","3,118","8,346",965,"48,537",4.9%,2.94
Alameda,Balance of County,1/1/14,"146,221","143,857","2,364","51,041","34,488","4,127","3,114","8,346",966,"48,533",4.9%,2.96
Alameda,Balance of County,1/1/15,"147,777","145,416","2,361","51,051","34,489","4,136","3,114","8,346",966,"48,542",4.9%,3.00
Alameda,Balance of County,1/1/16,"148,658","146,297","2,361","51,059","34,496","4,137","3,114","8,346",966,"48,549",4.9%,3.01
Alameda,Balance of County,1/1/17,"149,305","146,951","2,354","51,164","34,509","4,137","3,120","8,431",967,"48,649",4.9%,3.02
Alameda,Balance of County,1/1/18,"149,042","146,690","2,352","51,270","34,513","4,137","3,134","8,519",967,"48,749",4.9%,3.01
Alameda,Balance of County,1/1/19,"148,902","146,546","2,356","51,350","34,507","4,136","3,208","8,531",968,"48,825",4.9%,3.00
Alameda,Balance of County,1/1/20,"148,452","146,089","2,363","51,428","34,524","4,136","3,263","8,537",968,"48,899",4.9%,2.99
Alameda,County Total,4/1/10,"1,510,271","1,469,752","40,519","581,372","309,306","44,280","65,326","154,629","7,831","544,046",6.4%,2.70
